City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,uray,60.1247,64.7758,2.71,64,10,2.24,RU,1696097631
366,sagua la grande,22.8067,-80.0756,32.55,75,13,6.95,CU,1696097632
367,haimen,23.1935,116.6142,25.94,85,0,1.13,CN,1696097632
368,kronstadt,45.6486,25.6061,16.5,58,0,2.68,RO,1696097632
369,itamaraca,-7.7478,-34.8256,29.03,62,64,5.89,BR,1696097632
370,rehoboth,-23.3167,17.0833,25.2,11,0,7.53,NA,1696097633
371,toliara,-23.35,43.6667,23.95,79,0,3.03,MG,1696097633
372,hasaki,35.7333,140.8333,25.22,81,39,6.78,JP,1696097633
373,syumsi,57.1111,51.6149,9.86,75,67,2.16,RU,1696097634
374,antofagasta,-23.65,-70.4,18.6,64,23,4.05,CL,1696097634
375,ebon,4.582,168.6964,28.41,72,99,4.66,MH,1696097634
376,vieste,41.8825,16.175,21.78,69,32,5.55,IT,1696097635
377,borazjan,29.2666,51.2159,29.57,39,0,0.57,IR,1696097635
378,bandipura,34.4167,74.65,13.85,38,0,2.79,IN,1696097635
379,north bend,43.4065,-124.2243,15.13,77,0,7.2,US,1696097499
380,constantia,44.1833,28.65,19.38,69,1,3.13,RO,1696097635
381,wajir,1.7471,40.0573,32.2,34,58,6.58,KE,1696097636
382,conde,-7.2597,-34.9075,28.7,61,40,6.17,BR,1696097630
383,luderitz,-26.6481,15.1594,17.16,67,0,7.91,NA,1696097636
384,pocito,-31.6833,-68.5833,20.9,23,0,2.84,AR,1696097637
385,antalaha,-14.9003,50.2788,22.35,88,11,4.33,MG,1696097637
386,boden,65.8252,21.6886,11.0,89,100,3.1,SE,1696097637
387,buka,40.8108,69.1986,16.66,31,9,1.92,UZ,1696097637
388,san agustin de valle fertil,-30.6335,-67.4682,20.98,25,0,5.08,AR,1696097480
389,comodoro rivadavia,-45.8667,-67.5,23.92,15,0,8.23,AR,1696097638
390,bluefields,12.0137,-83.7635,30.21,68,46,2.91,NI,1696097438
391,booue,-0.0921,11.9385,24.22,95,72,0.88,GA,1696097638
392,kirensk,57.7853,108.1119,5.57,96,92,1.79,RU,1696097638
393,orange beach,30.2944,-87.5736,32.19,59,0,5.14,US,1696097638
394,oyama,36.3,139.8,26.99,87,100,0.39,JP,1696097639
395,chabahar,25.2919,60.643,28.77,52,0,1.53,IR,1696097639
396,masterton,-40.9597,175.6575,3.27,97,13,1.53,NZ,1696097639
397,ray,23.6833,85.05,23.15,96,100,1.13,IN,1696097639
398,wucheng,29.6008,118.175,19.97,96,43,1.6,CN,1696097640
399,skagen,57.7209,10.5839,14.39,80,59,13.88,DK,1696097640
400,nguigmi,14.2495,13.1092,31.53,47,33,3.07,NE,1696097640
401,port macquarie,-31.4333,152.9167,14.38,85,2,5.03,AU,1696097641
402,alofi,-19.0595,-169.9187,22.94,94,88,4.63,NU,1696097641
403,thinadhoo,0.5333,72.9333,27.88,79,91,6.24,MV,1696097641
404,yala,6.3333,101.25,23.87,94,31,0.62,TH,1696097641
405,gaspe,48.8334,-64.4819,18.12,55,20,5.66,CA,1696097642
406,corn island,12.1694,-83.0418,29.02,75,32,3.3,NI,1696097642
407,walvis bay,-22.9575,14.5053,13.38,70,20,6.3,NA,1696097642
408,jangaon,17.7167,79.1833,24.93,85,100,2.97,IN,1696097642
409,port alfred,-33.5906,26.891,13.43,88,100,2.68,ZA,1696097643
410,lensk,60.7253,114.9278,8.89,88,100,2.21,RU,1696097643
411,coreau,-3.5333,-40.6567,37.67,20,44,4.4,BR,1696097643
412,veinticinco de mayo,-35.4323,-60.1727,16.66,40,0,1.79,AR,1696097643
413,valparaiso,-33.0393,-71.6273,16.67,78,100,4.12,CL,1696097643
414,safford,32.834,-109.7076,32.64,18,0,7.72,US,1696097644
415,lospalos,-8.5186,127.0025,20.46,94,87,1.26,TL,1696097644
416,xining,36.6167,101.7667,11.48,81,88,0.77,CN,1696097644
417,adre,13.4667,22.2,20.95,85,99,10.57,TD,1696097644
418,adrar,20.5022,-10.0711,35.26,8,29,5.73,MR,1696097645
419,ephraim,39.3597,-111.5863,24.34,18,58,8.73,US,1696097645
420,rongelap,11.1635,166.8941,28.25,79,98,4.62,MH,1696097645
421,gajuwaka,17.7,83.2167,28.07,89,75,1.03,IN,1696097645
422,bonthe,7.5264,-12.505,27.84,78,57,4.21,SL,1696097646
423,riversdale,18.1659,-76.9642,32.86,57,29,3.52,JM,1696097646
424,sibay,52.7181,58.6658,9.01,85,38,2.68,RU,1696097646
425,ares,-6.1944,-35.1603,29.05,54,60,7.36,BR,1696097646
426,bamyan,34.75,67.25,2.54,59,0,2.05,AF,1696097647
427,barra,-11.0894,-43.1417,37.51,11,27,3.83,BR,1696097647
428,ogwashi-uku,6.1782,6.5243,23.94,94,48,1.81,NG,1696097647
429,rakitovo,41.9833,24.0833,13.41,54,4,0.47,BG,1696097647
430,dukhan,25.4297,50.7858,31.01,56,0,2.6,QA,1696097648
431,eraan,9.0629,117.7016,25.81,91,100,4.44,PH,1696097648
432,west end,26.6833,-78.9667,26.99,78,77,0.84,BS,1696097648
433,la passe,45.5549,-0.8967,24.13,66,3,2.82,FR,1696097648
434,lorengau,-2.0226,147.2712,26.84,83,100,1.85,PG,1696097649
435,coahuayana de hidalgo,18.7,-103.6583,33.9,53,70,3.0,MX,1696097649
436,port lincoln,-34.7333,135.8667,13.08,78,22,6.89,AU,1696097649
437,wynyard,-41.0,145.7167,14.6,63,96,2.62,AU,1696097649
438,tegueste,28.5167,-16.3167,25.05,78,20,5.66,ES,1696097650
439,rio gallegos,-51.6226,-69.2181,16.03,21,0,10.8,AR,1696097650
440,stephenville,32.2207,-98.2023,32.18,44,0,4.12,US,1696097650
441,kirakira,-10.4544,161.9205,25.06,83,53,5.5,SB,1696097650
442,ardestan,33.3761,52.3694,22.19,19,1,3.15,IR,1696097651
443,huanggang,23.677,116.9996,25.94,89,0,1.42,CN,1696097651
444,brookhaven,31.5791,-90.4407,33.47,30,0,3.17,US,1696097467
445,vernon,50.2581,-119.2691,13.34,73,84,1.03,CA,1696097493
446,kananga,-5.8958,22.4178,25.3,65,90,1.31,CD,1696097651
447,pagar alam,-4.0167,103.2667,21.14,72,24,0.38,ID,1696097652
448,huilong,31.8111,121.655,21.63,86,31,3.17,CN,1696097652
449,itati,-27.2704,-58.2446,25.93,33,26,4.91,AR,1696097652
450,mccook,40.2019,-100.6257,30.25,42,0,4.12,US,1696097652
451,saint-felicien,48.6501,-72.4491,17.38,77,40,1.54,CA,1696097653
452,malango,-2.9627,119.9001,19.99,98,62,0.24,ID,1696097653
453,machico,32.7,-16.7667,26.67,79,20,3.09,PT,1696097653
454,udachny,66.4167,112.4,1.92,93,100,2.45,RU,1696097653
455,jiuquan,39.7432,98.5174,12.59,16,91,0.77,CN,1696097653
456,raniganj,23.6167,87.1333,25.44,94,100,5.16,IN,1696097654
457,micheweni,-4.9667,39.8333,25.75,82,1,7.71,TZ,1696097654
458,naze,28.3667,129.4833,24.51,82,10,5.46,JP,1696097654
459,sidi akkacha,36.4647,1.3026,29.16,74,2,4.87,DZ,1696097655
460,santa cruz,-17.8,-63.1667,28.7,32,75,6.17,BO,1696097655
461,glace bay,46.1969,-59.957,22.25,67,40,3.09,CA,1696097655
462,kodinsk,58.6881,99.1844,7.47,75,99,3.06,RU,1696097655
463,gangtok,27.3333,88.6167,18.5,84,100,0.8,IN,1696097656
464,santa ana,33.7456,-117.8678,22.82,71,40,4.63,US,1696097656
465,turkmenbasy,40.0222,52.9552,19.43,45,0,2.06,TM,1696097656
466,kralendijk,12.15,-68.2667,33.99,49,0,6.17,BQ,1696097656
467,quartu sant'elena,39.2419,9.1839,25.56,59,0,3.09,IT,1696097656
468,mukalla,14.5425,49.1242,28.39,72,3,1.4,YE,1696097657
469,tobruk,32.0836,23.9764,24.15,67,0,5.67,LY,1696097657
470,manismata,-2.4667,111.0333,23.72,78,75,0.98,ID,1696097657
471,levuka,50.1834,-105.4011,10.9,63,100,6.21,CA,1696097657
472,pyin oo lwin,22.0333,96.4667,18.25,92,96,0.76,MM,1696097657
473,tarawa,1.419,172.984,27.05,89,75,0.0,KI,1696097658
474,savanna-la-mar,18.219,-78.1332,32.18,60,30,2.48,JM,1696097658
475,chernyshevskiy,63.0128,112.4714,5.25,91,99,3.49,RU,1696097539
476,waingapu,-9.6567,120.2641,25.08,80,34,4.55,ID,1696097658
477,saynshand,44.8824,110.1163,10.41,36,33,3.41,MN,1696097659
478,isiro,2.7739,27.616,22.59,83,40,1.13,CD,1696097659
479,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,83,40,2.57,BR,1696097659
480,mancio lima,-7.6142,-72.8958,32.04,58,40,2.57,BR,1696097659
481,irtyshsk,53.3333,75.4572,10.08,76,100,3.76,KZ,1696097660
482,sinabang,2.4803,96.3801,26.07,90,94,2.43,ID,1696097660
483,sheridan,44.8333,-106.9173,24.06,60,0,3.6,US,1696097660
484,fyodorovka,53.6314,62.7078,9.17,91,91,2.55,KZ,1696097660
485,puerto quijarro,-17.7833,-57.7667,39.82,25,40,4.67,BO,1696097661
486,eforie sud,44.0229,28.6494,19.45,69,1,3.13,RO,1696097661
487,shakhtersk,48.0625,38.5167,20.23,41,0,2.35,UA,1696097661
488,mangai,-4.05,19.5333,22.99,95,89,0.73,CD,1696097661
489,baghdad,33.3406,44.4009,27.95,30,0,2.06,IQ,1696097278
490,marica,-22.9194,-42.8186,26.97,69,49,8.47,BR,1696097662
491,sur,22.5667,59.5289,30.2,47,1,1.62,OM,1696097662
492,rabo de peixe,37.8,-25.5833,21.66,99,75,5.14,PT,1696097662
493,eyl,7.9803,49.8164,26.6,77,75,8.96,SO,1696097663
494,carbonear,47.7332,-53.2148,17.23,80,12,2.18,CA,1696097663
495,tazacorte,28.629,-17.9293,25.64,79,75,3.09,ES,1696097663
496,klyuchi,52.2667,79.1667,9.63,72,100,2.9,RU,1696097663
497,poronaysk,49.2167,143.1167,9.6,83,81,3.25,RU,1696097664
498,selfoss,63.9331,-20.9971,8.91,81,100,6.22,IS,1696097664
499,oamaru,-45.0784,170.9801,5.77,73,100,2.19,NZ,1696097664
500,padang,-0.9492,100.3543,26.03,90,61,1.02,ID,1696097664
501,grand falls-windsor,48.9332,-55.6649,21.39,53,5,2.34,CA,1696097665
502,port-vila,-17.7338,168.3219,19.78,77,75,2.06,VU,1696097665
503,pyay,18.8167,95.2167,23.8,99,93,2.4,MM,1696097665
504,pimenta bueno,-11.6725,-61.1936,36.28,38,99,1.3,BR,1696097665
505,broome,42.2506,-75.833,23.34,74,75,3.09,US,1696097666
506,argo,37.6333,22.7333,19.32,67,100,1.8,GR,1696097666
507,prince rupert,54.3161,-130.3201,10.33,72,90,0.44,CA,1696097409
508,stiens,53.2623,5.7577,17.21,88,100,1.03,NL,1696097666
509,tindouf,27.6711,-8.1474,35.25,14,0,6.17,DZ,1696097666
510,hobyo,5.3505,48.5268,26.53,80,12,7.98,SO,1696097667
511,dara,15.3484,-15.4799,34.6,41,79,5.77,SN,1696097667
512,magadan,59.5667,150.8,6.57,64,100,3.13,RU,1696097532
513,saraktash,51.7866,51.7866,15.13,51,84,3.04,RU,1696097668
514,qinzhou,21.95,108.6167,26.0,83,4,1.0,CN,1696097668
515,elliot,-31.3333,27.85,12.74,66,89,3.58,ZA,1696097668
516,mpulungu,-8.7623,31.1141,28.89,41,59,1.96,ZM,1696097668
517,nguruka,-5.1092,31.0419,27.02,35,14,3.1,TZ,1696097669
518,pisco,-13.7,-76.2167,20.57,77,52,4.12,PE,1696097669
519,faya-largeau,17.9257,19.1043,36.48,12,82,5.19,TD,1696097669
520,sidi amrane,33.4989,6.008,30.24,30,0,3.89,DZ,1696097670
521,garachico,28.7781,-17.7646,24.16,69,75,3.09,ES,1696097670
522,kharsia,21.9667,83.1167,25.28,86,98,1.96,IN,1696097670
523,yeppoon,-23.1333,150.7333,16.88,85,26,1.35,AU,1696097670
524,lakatoro,-16.0999,167.4164,23.29,72,77,9.08,VU,1696097671
525,hantsavichy,52.758,26.43,15.08,94,100,4.38,BY,1696097671
526,george town,5.4112,100.3354,26.96,89,20,0.51,MY,1696097399
527,labrador city,52.9463,-66.9114,18.95,39,75,5.66,CA,1696097671
528,bakanas,44.8081,76.2772,17.02,37,98,2.08,KZ,1696097671
529,usogorsk,63.4106,48.6872,13.15,81,100,4.39,RU,1696097672
530,cururupu,-1.8283,-44.8683,31.47,54,71,2.92,BR,1696097672
531,santa marta,11.2408,-74.199,32.16,74,89,0.45,CO,1696097287
532,dunedin,-45.8742,170.5036,7.11,75,100,0.89,NZ,1696097392
533,kitimat,54.0524,-128.6534,9.82,99,89,0.84,CA,1696097672
534,taro,-8.3862,115.28,21.03,91,94,1.0,ID,1696097673
535,jackson,42.4165,-122.8345,14.77,80,100,3.09,US,1696097673
536,dassa-zoume,7.75,2.1833,25.87,83,73,2.4,BJ,1696097673
537,sungailiat,-1.85,106.1333,26.58,75,67,3.46,ID,1696097673
538,muli,2.9167,73.5667,28.46,75,97,4.67,MV,1696097674
539,vila velha,-20.3297,-40.2925,21.97,86,100,2.06,BR,1696097674
540,chepen,-7.2167,-79.45,26.09,55,92,5.16,PE,1696097674
541,tqvarch'eli,42.8404,41.6801,18.35,82,3,2.45,GE,1696097674
542,aykhal,66.0,111.5,2.26,99,100,0.89,RU,1696097675
543,fortaleza,-3.7227,-38.5247,31.07,55,0,8.75,BR,1696097519
544,bei'an,24.5399,109.533,24.42,91,20,1.52,CN,1696097675
545,ghazni,33.5536,68.4269,11.46,37,0,1.25,AF,1696097675
546,alibag,18.6411,72.8792,27.04,86,100,0.7,IN,1696097676
547,pleszew,51.8964,17.7855,14.7,58,66,3.24,PL,1696097676
548,shitanjing,39.2342,106.3439,13.14,42,38,4.14,CN,1696097676
549,posadas,-27.3671,-55.8961,26.99,53,40,6.17,AR,1696097676
550,inhambane,-23.865,35.3833,24.99,88,40,10.29,MZ,1696097677
551,la ligua,-32.4524,-71.2311,21.2,52,0,3.77,CL,1696097677
552,nuriootpa,-34.4833,139.0,15.28,94,49,7.33,AU,1696097677
553,misratah,32.3754,15.0925,24.7,64,1,6.26,LY,1696097677
554,chudovo,59.1167,31.6833,15.68,86,100,4.0,RU,1696097678
555,zhongshu,24.5167,103.7667,16.22,97,18,0.58,CN,1696097678
556,lerwick,60.1545,-1.1494,10.0,79,99,0.92,GB,1696097678
557,bam,29.106,58.357,23.71,16,4,0.95,IR,1696097678
558,prokop'yevsk,53.9059,86.719,10.82,93,100,5.03,RU,1696097679
559,urengoy,65.9667,78.3667,1.73,53,89,6.71,RU,1696097679
560,santa ana de yacuma,-13.75,-65.4333,32.97,55,40,5.14,BO,1696097679
561,mount pearl,47.5166,-52.7813,16.52,79,20,5.14,CA,1696097679
562,tobelo,1.7284,128.0095,25.64,81,90,2.07,ID,1696097680
563,ungsang-nodongjagu,42.3578,130.4622,11.99,68,24,3.24,KP,1696097680
564,usol'ye,59.4268,56.6808,9.43,84,100,3.54,RU,1696097680
565,saudarkrokur,65.7461,-19.6394,5.49,78,89,1.39,IS,1696097680
566,nago,26.5881,127.9761,28.24,84,6,2.89,JP,1696097681
567,rahatgarh,23.7833,78.3667,23.75,58,4,1.08,IN,1696097681
568,calvinia,-31.4707,19.776,8.21,87,75,1.64,ZA,1696097681
569,sierpc,52.8568,19.6691,11.57,58,66,4.02,PL,1696097681
570,ciudad acuna,29.3232,-100.9522,34.12,48,20,4.12,MX,1696097409
571,chibougamau,49.9168,-74.3659,21.08,41,85,4.55,CA,1696097682
572,yongchuan,29.3514,105.8947,22.09,87,99,1.31,CN,1696097682
573,khandyga,62.6667,135.6,-1.87,62,10,0.7,RU,1696097682
574,cabedelo,-6.9811,-34.8339,29.37,68,46,7.67,BR,1696097683
575,sardinata,8.0829,-72.8007,33.82,40,99,2.59,CO,1696097683
576,smithers,54.7804,-127.1743,7.18,87,40,0.0,CA,1696097683
577,sogndal,61.2283,7.1003,12.21,87,100,9.77,NO,1696097683
578,undurkhaan,47.3194,110.6556,6.41,53,33,2.88,MN,1696097683
579,posto fiscal rolim de moura,-13.0833,-62.2667,38.4,31,92,2.57,BR,1696097684
580,ishigaki,24.3448,124.1572,27.07,100,40,4.63,JP,1696097684
581,calama,-22.4667,-68.9333,26.27,6,0,5.66,CL,1696097684
582,chishmy,54.5765,55.3764,8.22,73,54,1.85,RU,1696097684
583,kyren,51.6828,102.1408,8.3,73,10,0.45,RU,1696097685
584,oranjemund,-28.55,16.4333,14.35,90,0,7.6,NA,1696097685
585,saint-louis,16.3333,-15.0,38.85,21,53,5.38,SN,1696097685
586,gbarnga,6.9956,-9.4722,27.77,72,77,1.61,LR,1696097685
587,macau,22.2006,113.5461,28.89,83,20,2.06,MO,1696097686
588,greenville,35.6127,-77.3663,23.09,79,100,2.57,US,1696097686
589,portales,34.1862,-103.3344,26.3,36,90,7.72,US,1696097686
590,verkhnyaya khava,51.8404,39.9413,11.04,45,30,2.27,RU,1696097686
591,gorom-gorom,14.4439,-0.2361,35.36,23,78,3.67,BF,1696097686
592,sao jose da coroa grande,-8.8978,-35.1478,28.0,53,43,4.46,BR,1696097687
593,nogliki,51.8333,143.1667,7.74,89,26,1.06,RU,1696097540
594,sittwe,20.15,92.9,26.55,88,95,5.73,MM,1696097687
595,kapa'a,22.0752,-159.319,27.18,86,40,5.14,US,1696097687
596,yilan,24.757,121.753,27.73,95,7,0.64,TW,1696097688
597,puerto san jose,13.9256,-90.8244,30.99,66,56,1.98,GT,1696097688
598,yushu,44.8,126.5333,9.93,70,66,3.33,CN,1696097688
599,jiagedaqi,50.4167,124.1167,4.15,79,96,1.72,CN,1696097688
600,moriki,12.8741,6.4875,28.39,59,66,2.6,NG,1696097689
601,phan rang-thap cham,11.5667,108.9833,24.72,92,83,1.8,VN,1696097643
602,amursk,50.2261,136.8994,7.21,88,98,6.05,RU,1696097689
603,san luis de la loma,17.2706,-100.8939,34.35,58,5,2.42,MX,1696097689
604,zapala,-38.8992,-70.0544,14.95,28,4,3.73,AR,1696097690
605,geraldton,-28.7667,114.6,11.23,93,75,3.09,AU,1696097690
606,keetmanshoop,-26.5833,18.1333,21.89,12,0,5.49,NA,1696097690
607,ghanzi,-21.5667,21.7833,26.51,11,0,4.04,BW,1696097690
608,dubbo,-32.25,148.6167,22.07,35,49,5.66,AU,1696097610
